state,date,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
US-AK,2020-10-01,8.53,3.89,5.48,3.93,1.05,2.0,Alaska,AK,West,Pacific
US-AK,2020-10-02,7.73,3.72,5.38,4.83,1.13,2.15,Alaska,AK,West,Pacific
US-AK,2020-10-03,7.21,3.76,4.99,4.28,0.87,1.96,Alaska,AK,West,Pacific
US-AK,2020-10-04,8.05,4.09,5.6,4.39,0.85,2.05,Alaska,AK,West,Pacific
US-AK,2020-10-05,9.24,4.32,5.71,5.06,1.42,2.69,Alaska,AK,West,Pacific
US-AK,2020-10-06,8.64,4.55,5.81,5.12,1.03,2.35,Alaska,AK,West,Pacific
US-AK,2020-10-07,8.46,4.38,5.48,4.7,1.5,2.41,Alaska,AK,West,Pacific
US-AK,2020-10-08,8.12,4.28,4.96,4.68,1.18,2.05,Alaska,AK,West,Pacific
US-AK,2020-10-09,8.03,4.25,5.24,4.39,1.17,2.52,Alaska,AK,West,Pacific
US-AK,2020-10-10,8.02,3.95,4.89,4.1,0.72,2.13,Alaska,AK,West,Pacific
US-AK,2020-10-11,7.59,3.74,5.1,3.85,1.11,2.46,Alaska,AK,West,Pacific
US-AK,2020-10-12,9.21,4.14,5.49,4.04,1.0,2.29,Alaska,AK,West,Pacific
US-AK,2020-10-13,8.26,4.03,5.2,4.69,1.21,2.21,Alaska,AK,West,Pacific
US-AK,2020-10-14,8.85,3.94,5.49,4.69,1.26,2.03,Alaska,AK,West,Pacific
US-AK,2020-10-15,8.11,4.15,5.84,4.34,1.4,1.68,Alaska,AK,West,Pacific
US-AK,2020-10-16,7.54,3.67,4.95,4.36,1.02,2.24,Alaska,AK,West,Pacific
US-AK,2020-10-17,6.95,3.69,4.61,3.91,0.8,2.04,Alaska,AK,West,Pacific
US-AK,2020-10-18,7.98,3.94,4.61,3.98,0.9,2.0,Alaska,AK,West,Pacific
US-AK,2020-10-19,9.4,4.0,5.3,3.9,1.48,2.13,Alaska,AK,West,Pacific
US-AL,2020-01-01,6.93,9.99,4.05,4.25,0.9,2.92,Alabama,AL,South,East South Central
US-AL,2020-01-02,7.41,10.54,4.51,4.52,1.23,2.67,Alabama,AL,South,East South Central
US-AL,2020-01-03,7.24,10.07,4.07,4.08,1.11,2.52,Alabama,AL,South,East South Central
US-AL,2020-01-04,7.03,9.79,4.02,4.3,0.92,2.74,Alabama,AL,South,East South Central
US-AL,2020-01-05,7.12,9.45,4.5,4.24,0.93,2.5,Alabama,AL,South,East South Central
US-AL,2020-01-06,7.79,9.03,4.34,4.06,1.33,2.51,Alabama,AL,South,East South Central
US-AL,2020-01-07,7.99,8.57,4.7,4.11,1.27,2.52,Alabama,AL,South,East South Central
US-AL,2020-01-08,7.78,8.34,4.54,4.1,1.3,2.46,Alabama,AL,South,East South Central
US-AL,2020-01-09,7.95,8.14,4.52,3.99,1.26,2.33,Alabama,AL,South,East South Central
US-AL,2020-01-10,7.28,7.61,4.22,3.9,1.05,2.22,Alabama,AL,South,East South Central
US-AL,2020-01-11,6.97,7.23,3.75,3.87,0.95,2.2,Alabama,AL,South,East South Central
US-AL,2020-01-12,7.5,8.11,4.43,4.16,1.06,2.5,Alabama,AL,South,East South Central
US-AL,2020-01-13,8.01,7.82,4.64,4.51,1.23,2.42,Alabama,AL,South,East South Central
US-AL,2020-01-14,8.2,8.0,4.83,4.45,1.36,2.45,Alabama,AL,South,East South Central
US-AL,2020-01-15,8.25,7.7,4.88,4.29,1.31,2.56,Alabama,AL,South,East South Central
US-AL,2020-01-16,8.1,7.69,4.88,4.08,1.33,2.46,Alabama,AL,South,East South Central
US-AL,2020-01-17,7.36,7.37,4.41,4.2,1.13,2.31,Alabama,AL,South,East South Central
US-AL,2020-01-18,7.0,7.86,4.22,4.48,0.93,2.28,Alabama,AL,South,East South Central
US-AL,2020-01-19,7.08,7.88,4.29,4.26,0.98,2.4,Alabama,AL,South,East South Central
US-AL,2020-01-20,7.7,8.5,4.79,4.62,1.34,2.4,Alabama,AL,South,East South Central
US-AL,2020-01-21,8.01,8.8,4.9,4.75,1.34,2.41,Alabama,AL,South,East South Central
US-AL,2020-01-22,8.24,8.81,5.11,4.94,1.41,2.31,Alabama,AL,South,East South Central
US-AL,2020-01-23,8.13,8.6,4.89,4.81,1.31,2.3,Alabama,AL,South,East South Central
US-AL,2020-01-24,7.49,8.52,4.46,4.62,1.18,2.35,Alabama,AL,South,East South Central
US-AL,2020-01-25,6.9,9.58,4.34,5.17,1.02,2.64,Alabama,AL,South,East South Central
US-AL,2020-01-26,7.71,9.45,4.57,5.44,0.95,2.49,Alabama,AL,South,East South Central
US-AL,2020-01-27,8.38,9.99,5.04,5.87,1.38,2.54,Alabama,AL,South,East South Central
US-AL,2020-01-28,8.64,10.52,5.13,5.7,1.34,2.58,Alabama,AL,South,East South Central
US-AL,2020-01-29,8.88,10.37,5.08,5.81,1.4,2.63,Alabama,AL,South,East South Central
US-AL,2020-01-30,8.18,10.51,4.95,5.78,1.32,2.51,Alabama,AL,South,East South Central
US-AL,2020-01-31,7.6,10.17,4.32,5.41,1.14,2.48,Alabama,AL,South,East South Central
US-AL,2020-02-01,6.88,10.84,4.09,5.77,0.92,2.62,Alabama,AL,South,East South Central
US-AL,2020-02-02,7.37,10.38,4.53,5.99,0.98,2.6,Alabama,AL,South,East South Central
US-AL,2020-02-03,8.19,11.16,5.03,6.39,1.31,2.59,Alabama,AL,South,East South Central
US-AL,2020-02-04,8.39,11.26,4.92,6.13,1.33,2.71,Alabama,AL,South,East South Central
US-AL,2020-02-05,8.29,10.45,4.78,5.59,1.27,2.33,Alabama,AL,South,East South Central
US-AL,2020-02-06,7.86,10.05,4.76,5.41,1.24,2.46,Alabama,AL,South,East South Central
US-AL,2020-02-07,7.38,9.89,4.22,5.02,1.11,2.4,Alabama,AL,South,East South Central
US-AL,2020-02-08,6.81,10.22,4.22,5.36,1.02,2.47,Alabama,AL,South,East South Central
US-AL,2020-02-09,8.02,9.98,4.68,5.7,1.23,2.55,Alabama,AL,South,East South Central
US-AL,2020-02-10,8.12,10.22,4.97,5.52,1.27,2.57,Alabama,AL,South,East South Central
US-AL,2020-02-11,8.48,9.99,4.95,5.42,1.35,2.5,Alabama,AL,South,East South Central
US-AL,2020-02-12,8.34,9.35,5.22,5.17,1.35,2.49,Alabama,AL,South,East South Central
US-AL,2020-02-13,7.83,9.1,4.79,5.0,1.25,2.3,Alabama,AL,South,East South Central
US-AL,2020-02-14,6.63,8.12,4.01,4.41,0.92,2.25,Alabama,AL,South,East South Central
US-AL,2020-02-15,6.88,9.14,4.2,4.75,0.94,2.45,Alabama,AL,South,East South Central
US-AL,2020-02-16,7.57,9.36,4.86,5.05,1.1,2.64,Alabama,AL,South,East South Central
US-AL,2020-02-17,8.38,9.57,5.05,5.31,1.36,2.73,Alabama,AL,South,East South Central
US-AL,2020-02-18,8.52,9.42,5.06,5.21,1.4,2.51,Alabama,AL,South,East South Central
US-AL,2020-02-19,8.27,9.03,5.09,4.95,1.41,2.5,Alabama,AL,South,East South Central
US-AL,2020-02-20,7.91,8.71,4.84,4.58,1.26,2.31,Alabama,AL,South,East South Central
US-AL,2020-02-21,7.25,8.05,4.49,4.36,1.1,2.27,Alabama,AL,South,East South Central
US-AL,2020-02-22,7.15,8.34,4.06,4.57,0.98,2.54,Alabama,AL,South,East South Central
US-AL,2020-02-23,7.74,8.92,4.74,5.0,1.14,2.63,Alabama,AL,South,East South Central
US-AL,2020-02-24,8.31,9.0,5.02,5.31,1.41,2.62,Alabama,AL,South,East South Central
US-AL,2020-02-25,8.53,9.13,5.08,5.1,1.36,2.46,Alabama,AL,South,East South Central
US-AL,2020-02-26,8.2,9.82,5.0,5.51,1.25,2.43,Alabama,AL,South,East South Central
US-AL,2020-02-27,7.88,9.94,4.67,5.85,1.28,2.24,Alabama,AL,South,East South Central
US-AL,2020-02-28,6.93,9.0,4.18,5.12,1.0,2.26,Alabama,AL,South,East South Central
US-AL,2020-02-29,6.67,9.4,3.9,5.09,0.95,2.44,Alabama,AL,South,East South Central
US-AL,2020-03-01,7.52,9.5,4.36,5.43,0.99,2.31,Alabama,AL,South,East South Central
US-AL,2020-03-02,8.01,10.21,4.94,5.33,1.4,2.49,Alabama,AL,South,East South Central
US-AL,2020-03-03,7.82,9.98,4.75,5.34,1.28,2.34,Alabama,AL,South,East South Central
US-AL,2020-03-04,7.98,10.48,5.04,5.41,1.34,2.37,Alabama,AL,South,East South Central
US-AL,2020-03-05,8.06,9.91,5.03,4.95,1.22,2.37,Alabama,AL,South,East South Central
US-AL,2020-03-06,7.07,9.95,4.17,4.83,0.99,2.35,Alabama,AL,South,East South Central
US-AL,2020-03-07,6.76,9.99,4.04,5.52,0.92,2.25,Alabama,AL,South,East South Central
US-AL,2020-03-08,7.04,9.92,4.34,5.51,1.01,2.33,Alabama,AL,South,East South Central
US-AL,2020-03-09,7.92,11.01,4.61,6.53,1.23,2.35,Alabama,AL,South,East South Central
US-AL,2020-03-10,7.84,11.12,4.58,6.42,1.22,2.33,Alabama,AL,South,East South Central
US-AL,2020-03-11,7.72,12.45,4.39,7.15,1.15,2.22,Alabama,AL,South,East South Central
US-AL,2020-03-12,7.3,14.59,3.8,8.54,1.15,2.18,Alabama,AL,South,East South Central
US-AL,2020-03-13,6.88,15.06,3.31,9.27,0.89,1.88,Alabama,AL,South,East South Central
US-AL,2020-03-14,6.68,16.59,3.23,12.54,0.78,2.06,Alabama,AL,South,East South Central
US-AL,2020-03-15,6.97,15.61,3.24,13.18,0.77,2.23,Alabama,AL,South,East South Central
US-AL,2020-03-16,7.1,15.34,3.37,14.38,0.96,2.03,Alabama,AL,South,East South Central
US-AL,2020-03-17,7.1,14.69,3.58,14.8,1.3,2.02,Alabama,AL,South,East South Central
US-AL,2020-03-18,7.29,13.43,3.47,20.12,1.02,2.0,Alabama,AL,South,East South Central
US-AL,2020-03-19,7.02,12.55,3.48,16.05,0.95,1.88,Alabama,AL,South,East South Central
US-AL,2020-03-20,7.04,12.08,3.26,12.43,0.88,1.89,Alabama,AL,South,East South Central
US-AL,2020-03-21,6.68,11.84,3.32,10.5,0.79,2.01,Alabama,AL,South,East South Central
US-AL,2020-03-22,7.05,10.83,3.41,10.2,0.86,1.94,Alabama,AL,South,East South Central
US-AL,2020-03-23,7.56,11.2,3.54,12.55,0.99,2.0,Alabama,AL,South,East South Central
US-AL,2020-03-24,7.32,10.23,3.54,10.39,1.01,2.02,Alabama,AL,South,East South Central
US-AL,2020-03-25,7.33,9.73,3.54,9.97,0.98,2.06,Alabama,AL,South,East South Central
US-AL,2020-03-26,7.44,9.34,3.54,10.09,0.94,1.9,Alabama,AL,South,East South Central
US-AL,2020-03-27,6.96,9.24,3.28,9.57,0.87,2.0,Alabama,AL,South,East South Central
US-AL,2020-03-28,6.87,8.64,3.36,9.09,0.82,1.9,Alabama,AL,South,East South Central
US-AL,2020-03-29,7.12,8.04,3.47,7.52,0.85,1.9,Alabama,AL,South,East South Central
US-AL,2020-03-30,7.31,8.92,3.69,8.54,0.99,1.98,Alabama,AL,South,East South Central
US-AL,2020-03-31,7.29,8.45,3.58,8.58,1.01,2.13,Alabama,AL,South,East South Central
US-AL,2020-04-01,7.09,7.94,3.42,8.58,0.99,2.02,Alabama,AL,South,East South Central
US-AL,2020-04-02,7.2,8.26,3.59,8.58,1.02,2.04,Alabama,AL,South,East South Central
US-AL,2020-04-03,6.9,7.64,3.48,7.73,0.92,1.88,Alabama,AL,South,East South Central
US-AL,2020-04-04,6.48,7.29,3.64,6.86,0.84,1.94,Alabama,AL,South,East South Central
US-AL,2020-04-05,6.71,6.98,3.75,6.4,0.78,1.85,Alabama,AL,South,East South Central
US-AL,2020-04-06,7.14,7.2,3.95,7.45,0.95,2.02,Alabama,AL,South,East South Central
US-AL,2020-04-07,7.32,6.93,4.0,6.94,1.03,2.07,Alabama,AL,South,East South Central
US-AL,2020-04-08,7.48,6.18,3.98,6.67,1.06,2.07,Alabama,AL,South,East South Central
US-AL,2020-04-09,7.33,5.85,4.03,5.99,1.05,2.05,Alabama,AL,South,East South Central
US-AL,2020-04-10,6.64,5.5,3.76,5.35,0.9,2.08,Alabama,AL,South,East South Central
US-AL,2020-04-11,6.24,5.29,3.77,4.9,0.85,2.12,Alabama,AL,South,East South Central
US-AL,2020-04-12,6.34,4.64,3.71,4.41,0.77,1.94,Alabama,AL,South,East South Central
US-AL,2020-04-13,6.83,4.83,4.0,4.66,1.01,2.1,Alabama,AL,South,East South Central
US-AL,2020-04-14,7.11,5.0,4.19,4.85,1.04,2.16,Alabama,AL,South,East South Central
US-AL,2020-04-15,6.74,4.53,3.85,4.63,0.9,1.89,Alabama,AL,South,East South Central
US-AL,2020-04-16,6.75,4.51,3.98,4.84,0.99,1.98,Alabama,AL,South,East South Central
US-AL,2020-04-17,6.46,4.47,3.69,4.59,0.9,1.89,Alabama,AL,South,East South Central
US-AL,2020-04-18,6.26,4.33,3.76,3.81,0.76,1.93,Alabama,AL,South,East South Central
US-AL,2020-04-19,6.87,4.2,3.86,3.83,0.87,1.95,Alabama,AL,South,East South Central
US-AL,2020-04-20,7.04,4.14,4.08,4.21,1.05,2.09,Alabama,AL,South,East South Central
US-AL,2020-04-21,7.15,4.21,3.9,4.49,1.13,2.15,Alabama,AL,South,East South Central
US-AL,2020-04-22,7.52,4.43,4.14,4.43,1.06,2.08,Alabama,AL,South,East South Central
US-AL,2020-04-23,7.41,4.34,3.95,4.14,1.1,1.97,Alabama,AL,South,East South Central
US-AL,2020-04-24,6.87,3.96,3.81,4.02,1.08,1.98,Alabama,AL,South,East South Central
US-AL,2020-04-25,6.47,3.9,3.82,3.77,0.89,2.01,Alabama,AL,South,East South Central
US-AL,2020-04-26,6.87,3.91,4.07,3.61,0.92,2.16,Alabama,AL,South,East South Central
US-AL,2020-04-27,7.14,4.18,4.17,4.2,1.0,2.05,Alabama,AL,South,East South Central
US-AL,2020-04-28,7.24,4.0,4.23,4.67,0.96,2.05,Alabama,AL,South,East South Central
US-AL,2020-04-29,7.57,4.03,4.29,4.52,1.07,2.09,Alabama,AL,South,East South Central
US-AL,2020-04-30,7.21,3.74,4.15,4.07,1.11,2.02,Alabama,AL,South,East South Central
US-AL,2020-05-01,7.06,3.49,3.63,3.61,0.95,2.04,Alabama,AL,South,East South Central
US-AL,2020-05-02,6.42,3.44,3.6,3.23,0.84,2.0,Alabama,AL,South,East South Central
US-AL,2020-05-03,6.71,3.38,3.81,3.41,0.97,1.9,Alabama,AL,South,East South Central
US-AL,2020-05-04,7.16,3.55,4.11,3.97,1.14,2.06,Alabama,AL,South,East South Central
US-AL,2020-05-05,7.23,3.6,4.24,5.88,1.08,2.01,Alabama,AL,South,East South Central
US-AL,2020-05-06,7.05,3.65,3.85,5.65,1.09,2.03,Alabama,AL,South,East South Central
US-AL,2020-05-07,7.16,3.64,3.81,4.79,1.02,2.0,Alabama,AL,South,East South Central
US-AL,2020-05-08,6.62,3.62,3.7,4.93,0.95,1.82,Alabama,AL,South,East South Central
US-AL,2020-05-09,6.18,3.37,3.68,5.33,0.81,1.99,Alabama,AL,South,East South Central
US-AL,2020-05-10,6.15,3.38,3.58,4.55,0.71,1.89,Alabama,AL,South,East South Central
US-AL,2020-05-11,6.82,3.69,4.01,5.69,1.04,2.12,Alabama,AL,South,East South Central
US-AL,2020-05-12,7.15,3.76,4.08,5.66,1.06,1.98,Alabama,AL,South,East South Central
US-AL,2020-05-13,7.25,3.72,4.18,5.99,1.09,2.1,Alabama,AL,South,East South Central
US-AL,2020-05-14,7.22,3.51,3.97,5.9,1.08,2.06,Alabama,AL,South,East South Central
US-AL,2020-05-15,6.97,3.41,3.77,5.05,0.99,2.07,Alabama,AL,South,East South Central
US-AL,2020-05-16,6.35,3.3,3.72,4.01,0.82,2.13,Alabama,AL,South,East South Central
US-AL,2020-05-17,6.66,3.14,3.94,4.0,0.89,2.06,Alabama,AL,South,East South Central
US-AL,2020-05-18,7.31,3.5,4.16,4.56,1.06,2.22,Alabama,AL,South,East South Central
US-AL,2020-05-19,7.57,3.5,4.16,4.6,1.12,2.21,Alabama,AL,South,East South Central
US-AL,2020-05-20,7.42,3.65,4.2,4.21,1.03,2.12,Alabama,AL,South,East South Central
US-AL,2020-05-21,7.27,3.5,4.14,4.3,1.02,2.11,Alabama,AL,South,East South Central
US-AL,2020-05-22,6.66,3.36,3.76,3.94,1.0,2.23,Alabama,AL,South,East South Central
US-AL,2020-05-23,6.17,3.24,3.68,3.48,0.78,2.15,Alabama,AL,South,East South Central
US-AL,2020-05-24,6.45,3.28,3.81,3.42,0.8,2.17,Alabama,AL,South,East South Central
US-AL,2020-05-25,6.62,3.22,3.99,3.37,0.93,2.11,Alabama,AL,South,East South Central
US-AL,2020-05-26,7.58,3.58,4.35,4.26,1.21,2.29,Alabama,AL,South,East South Central
US-AL,2020-05-27,7.48,3.47,4.11,4.09,1.19,2.21,Alabama,AL,South,East South Central
US-AL,2020-05-28,7.26,3.45,4.56,4.11,1.11,2.16,Alabama,AL,South,East South Central
US-AL,2020-05-29,6.73,3.18,3.78,3.72,0.98,2.21,Alabama,AL,South,East South Central
US-AL,2020-05-30,6.14,3.06,3.4,3.25,0.8,2.05,Alabama,AL,South,East South Central
US-AL,2020-05-31,6.32,2.87,3.35,3.08,0.88,2.02,Alabama,AL,South,East South Central
US-AL,2020-06-01,6.58,2.95,3.7,3.54,0.95,2.03,Alabama,AL,South,East South Central
US-AL,2020-06-02,6.95,3.17,3.85,3.81,1.09,2.15,Alabama,AL,South,East South Central
US-AL,2020-06-03,7.12,3.11,3.94,3.74,1.09,2.17,Alabama,AL,South,East South Central
US-AL,2020-06-04,7.12,3.22,3.88,3.67,1.04,2.15,Alabama,AL,South,East South Central
US-AL,2020-06-05,6.77,2.99,3.8,3.5,1.08,2.1,Alabama,AL,South,East South Central
US-AL,2020-06-06,6.52,2.96,3.62,3.09,0.96,2.25,Alabama,AL,South,East South Central
US-AL,2020-06-07,6.74,3.08,3.99,3.48,0.9,2.12,Alabama,AL,South,East South Central
US-AL,2020-06-08,7.58,3.19,4.26,3.72,1.18,2.32,Alabama,AL,South,East South Central
US-AL,2020-06-09,7.68,3.34,4.31,3.82,1.16,2.29,Alabama,AL,South,East South Central
US-AL,2020-06-10,7.76,3.41,4.21,3.9,1.16,2.34,Alabama,AL,South,East South Central
US-AL,2020-06-11,7.53,3.39,4.25,3.91,1.23,2.33,Alabama,AL,South,East South Central
US-AL,2020-06-12,7.04,3.41,3.89,3.65,1.08,2.24,Alabama,AL,South,East South Central
US-AL,2020-06-13,6.74,3.07,3.87,3.27,0.9,2.25,Alabama,AL,South,East South Central
US-AL,2020-06-14,7.18,3.29,4.2,3.19,1.02,2.41,Alabama,AL,South,East South Central
US-AL,2020-06-15,7.58,3.51,4.23,4.0,1.31,2.38,Alabama,AL,South,East South Central
US-AL,2020-06-16,7.68,3.79,4.33,4.03,1.24,2.24,Alabama,AL,South,East South Central
US-AL,2020-06-17,7.67,4.2,4.28,4.33,1.28,2.45,Alabama,AL,South,East South Central
US-AL,2020-06-18,7.67,4.54,4.26,4.32,1.35,2.33,Alabama,AL,South,East South Central
US-AL,2020-06-19,6.92,4.17,3.89,3.91,1.12,2.35,Alabama,AL,South,East South Central
US-AL,2020-06-20,6.58,3.87,3.79,3.72,0.9,2.23,Alabama,AL,South,East South Central
US-AL,2020-06-21,6.92,4.05,4.09,3.82,0.97,2.31,Alabama,AL,South,East South Central
US-AL,2020-06-22,7.71,5.01,4.58,4.49,1.24,2.41,Alabama,AL,South,East South Central
US-AL,2020-06-23,7.84,5.12,4.8,4.51,1.34,2.32,Alabama,AL,South,East South Central
US-AL,2020-06-24,7.82,6.28,5.34,4.62,1.25,2.43,Alabama,AL,South,East South Central
US-AL,2020-06-25,7.74,7.86,5.17,4.78,1.17,2.48,Alabama,AL,South,East South Central
US-AL,2020-06-26,7.23,10.01,5.47,4.75,1.15,2.35,Alabama,AL,South,East South Central
US-AL,2020-06-27,6.92,8.3,4.73,4.52,0.94,2.28,Alabama,AL,South,East South Central
US-AL,2020-06-28,7.2,6.06,4.75,4.57,1.03,2.41,Alabama,AL,South,East South Central
US-AL,2020-06-29,7.92,5.28,4.71,5.32,1.16,2.43,Alabama,AL,South,East South Central
US-AL,2020-06-30,7.63,4.66,4.5,5.1,1.41,2.37,Alabama,AL,South,East South Central
US-AL,2020-07-01,7.58,4.84,4.67,5.24,1.31,2.25,Alabama,AL,South,East South Central
US-AL,2020-07-02,7.34,4.84,4.34,5.11,1.17,2.38,Alabama,AL,South,East South Central
US-AL,2020-07-03,6.63,4.22,4.21,4.76,0.97,2.31,Alabama,AL,South,East South Central
US-AL,2020-07-04,6.29,3.94,3.84,4.26,0.85,2.23,Alabama,AL,South,East South Central
US-AL,2020-07-05,7.14,4.33,4.43,4.58,1.14,2.4,Alabama,AL,South,East South Central
US-AL,2020-07-06,7.53,4.84,4.4,5.49,1.22,2.43,Alabama,AL,South,East South Central
US-AL,2020-07-07,7.82,5.07,4.5,5.74,1.26,2.59,Alabama,AL,South,East South Central
US-AL,2020-07-08,8.15,4.98,4.57,5.81,1.25,2.35,Alabama,AL,South,East South Central
US-AL,2020-07-09,7.95,5.03,4.39,6.04,1.23,2.45,Alabama,AL,South,East South Central
US-AL,2020-07-10,7.48,4.6,4.01,5.49,1.14,2.44,Alabama,AL,South,East South Central
US-AL,2020-07-11,7.29,4.59,3.87,5.1,0.98,2.41,Alabama,AL,South,East South Central
US-AL,2020-07-12,7.5,4.54,4.14,5.23,1.04,2.33,Alabama,AL,South,East South Central
US-AL,2020-07-13,7.9,4.93,4.27,6.6,1.25,2.42,Alabama,AL,South,East South Central
US-AL,2020-07-14,7.72,5.02,4.23,5.77,1.34,2.47,Alabama,AL,South,East South Central
US-AL,2020-07-15,7.84,4.86,4.33,5.73,1.14,2.32,Alabama,AL,South,East South Central
US-AL,2020-07-16,7.62,5.03,4.27,5.4,1.26,2.37,Alabama,AL,South,East South Central
US-AL,2020-07-17,7.34,4.78,3.98,5.01,1.13,2.35,Alabama,AL,South,East South Central
US-AL,2020-07-18,6.92,4.45,4.06,4.61,0.99,2.4,Alabama,AL,South,East South Central
US-AL,2020-07-19,7.25,4.48,4.1,4.86,1.03,2.33,Alabama,AL,South,East South Central
US-AL,2020-07-20,7.99,4.82,4.23,5.51,1.31,2.54,Alabama,AL,South,East South Central
US-AL,2020-07-21,8.08,4.71,4.65,5.09,1.34,2.39,Alabama,AL,South,East South Central
US-AL,2020-07-22,7.97,4.46,4.72,5.01,1.28,2.38,Alabama,AL,South,East South Central
US-AL,2020-07-23,7.94,4.33,4.41,4.85,1.3,2.35,Alabama,AL,South,East South Central
US-AL,2020-07-24,7.67,4.25,4.17,4.57,1.16,2.36,Alabama,AL,South,East South Central
US-AL,2020-07-25,6.83,4.19,4.13,4.21,0.95,2.31,Alabama,AL,South,East South Central
US-AL,2020-07-26,7.4,4.19,4.25,4.38,1.03,2.36,Alabama,AL,South,East South Central
US-AL,2020-07-27,8.1,4.64,4.58,4.88,1.23,2.5,Alabama,AL,South,East South Central
US-AL,2020-07-28,8.12,4.42,5.02,4.96,1.32,2.39,Alabama,AL,South,East South Central
US-AL,2020-07-29,8.16,4.59,4.57,5.03,1.27,2.31,Alabama,AL,South,East South Central
US-AL,2020-07-30,7.76,4.45,4.34,4.46,1.23,2.44,Alabama,AL,South,East South Central
US-AL,2020-07-31,7.25,4.1,4.08,4.36,1.17,2.16,Alabama,AL,South,East South Central
US-AL,2020-08-01,7.04,4.1,3.9,3.94,1.0,2.24,Alabama,AL,South,East South Central
US-AL,2020-08-02,7.35,4.12,4.04,4.03,1.06,2.37,Alabama,AL,South,East South Central
US-AL,2020-08-03,7.88,4.24,4.39,4.52,1.22,2.36,Alabama,AL,South,East South Central
US-AL,2020-08-04,7.94,4.2,4.37,4.69,1.23,2.26,Alabama,AL,South,East South Central
US-AL,2020-08-05,7.95,4.31,4.39,4.47,1.29,2.35,Alabama,AL,South,East South Central
US-AL,2020-08-06,8.06,4.21,4.58,4.5,1.26,2.4,Alabama,AL,South,East South Central
US-AL,2020-08-07,7.34,4.04,4.12,4.01,1.14,2.25,Alabama,AL,South,East South Central
US-AL,2020-08-08,6.97,3.84,4.07,3.75,1.0,2.22,Alabama,AL,South,East South Central
US-AL,2020-08-09,7.35,3.96,4.2,3.87,1.09,2.31,Alabama,AL,South,East South Central
US-AL,2020-08-10,7.94,3.99,4.1,4.3,1.23,2.22,Alabama,AL,South,East South Central
US-AL,2020-08-11,7.93,4.03,4.14,4.16,1.22,2.17,Alabama,AL,South,East South Central
US-AL,2020-08-12,7.77,4.0,4.34,4.42,1.28,2.23,Alabama,AL,South,East South Central
US-AL,2020-08-13,7.72,3.8,4.18,3.98,1.2,2.14,Alabama,AL,South,East South Central
US-AL,2020-08-14,7.12,3.69,3.99,3.74,1.11,2.16,Alabama,AL,South,East South Central
US-AL,2020-08-15,6.95,3.68,3.86,3.62,0.96,2.35,Alabama,AL,South,East South Central
US-AL,2020-08-16,7.35,3.68,4.09,3.76,1.08,2.22,Alabama,AL,South,East South Central
US-AL,2020-08-17,7.91,3.9,4.35,4.12,1.28,2.15,Alabama,AL,South,East South Central
US-AL,2020-08-18,8.03,3.87,4.23,4.04,1.24,2.22,Alabama,AL,South,East South Central
US-AL,2020-08-19,8.2,3.74,4.52,4.02,1.24,2.09,Alabama,AL,South,East South Central
US-AL,2020-08-20,8.29,3.8,4.79,3.84,1.24,2.09,Alabama,AL,South,East South Central
US-AL,2020-08-21,7.42,3.65,3.96,3.66,1.11,1.96,Alabama,AL,South,East South Central
US-AL,2020-08-22,6.85,3.76,4.13,3.7,0.93,2.14,Alabama,AL,South,East South Central
US-AL,2020-08-23,7.62,3.71,4.32,3.89,1.07,2.19,Alabama,AL,South,East South Central
US-AL,2020-08-24,8.17,4.09,4.38,4.21,1.33,2.18,Alabama,AL,South,East South Central
US-AL,2020-08-25,8.12,3.92,4.38,4.09,1.26,2.2,Alabama,AL,South,East South Central
US-AL,2020-08-26,7.87,4.05,4.31,4.11,1.27,2.11,Alabama,AL,South,East South Central
US-AL,2020-08-27,7.9,3.85,4.29,4.05,1.24,2.03,Alabama,AL,South,East South Central
US-AL,2020-08-28,7.4,3.7,4.12,3.7,1.13,2.12,Alabama,AL,South,East South Central
US-AL,2020-08-29,7.04,3.91,4.02,3.78,0.92,2.24,Alabama,AL,South,East South Central
US-AL,2020-08-30,7.58,3.9,4.33,3.69,1.02,2.31,Alabama,AL,South,East South Central
US-AL,2020-08-31,8.18,4.09,4.87,4.12,1.27,2.27,Alabama,AL,South,East South Central
US-AL,2020-09-01,8.19,3.98,4.7,3.96,1.31,2.24,Alabama,AL,South,East South Central
US-AL,2020-09-02,8.15,4.07,4.47,4.02,1.27,2.16,Alabama,AL,South,East South Central
US-AL,2020-09-03,7.9,4.03,4.36,3.87,1.26,2.2,Alabama,AL,South,East South Central
US-AL,2020-09-04,7.34,3.77,4.02,3.64,1.16,2.14,Alabama,AL,South,East South Central
US-AL,2020-09-05,6.84,3.9,3.76,3.52,1.01,2.19,Alabama,AL,South,East South Central
US-AL,2020-09-06,7.01,4.05,4.06,3.63,1.01,2.23,Alabama,AL,South,East South Central
US-AL,2020-09-07,7.19,4.13,4.38,3.84,1.02,2.32,Alabama,AL,South,East South Central
US-AL,2020-09-08,8.25,4.27,4.45,4.02,1.35,2.21,Alabama,AL,South,East South Central
US-AL,2020-09-09,8.33,4.2,4.71,4.03,1.29,2.16,Alabama,AL,South,East South Central
US-AL,2020-09-10,8.13,4.12,4.71,3.94,1.35,2.25,Alabama,AL,South,East South Central
